composicion,estrofa,caracter,verso,duracion,velocidad_m,minf0,maxfo,stMm,pendiente_v,st_t,pendiente_t
vp001,1,n,1,1.5594429549854238,5.130036962509331,226.74837399203244,379.45590171501476,8.914080336220842,-0.01853727115577403,-5.68130978796123,-25.88147576450895
vp001,1,n,2,1.5597042803955863,5.1291774348217904,199.41699068346855,314.5081365371861,7.887708070970817,-0.021280572160721233,-7.1358861013279515,-23.588741063813508
vp001,1,n,3,1.4047267799440384,5.69505765407185,230.71773490552553,392.81017908241006,9.212440913302004,-0.015364033764207032,-6.429993922404448,-31.998480978422325
vp001,1,n,4,1.4121285195410493,5.665206735290673,198.35914026682315,329.5054068377432,8.786247132310937,-0.03479809510455741,--undefined--,--undefined--
vp001,1,n,5,1.2895290419591419,6.203815299766996,220.73879218314326,361.81496522428495,8.554942717358957,-0.023845001282325123,-8.320497962640768,-31.097097615776295
vp001,1,n,6,1.3730224119825731,5.826561846465721,199.84411713017982,296.53937200922473,6.83218274498318,-0.019821750731866282,-6.075367402130572,-21.18601286890127
vp001,1,n,7,1.3419416628192575,5.961511011732779,223.655675326951,282.1862535069874,4.024420106707337,-0.012214162163134966,-3.496863513472836,-15.568445540293661
vp001,1,n,8,1.3744227519142758,5.820625414456882,190.02829571691788,439.39708442063613,14.511732495050495,0.006535012561753946,2.097720732912573,9.141693273486524
vp001,1,n,9,1.1272649598147506,7.096823094115053,218.6910974625664,403.6519607100876,10.610608890583833,-0.02014765869988371,-5.947810946612318,-43.56961933497496
vp001,1,n,10,1.2634790835361631,6.331723337761947,190.4847702999075,309.7194458009662,8.415435723141474,-0.011401244264109335,-1.4112319161781177,-9.005637950697055
vp001,2,n,1,1.354707759051589,5.905332678983608,281.57966300208255,436.55062371778877,7.591269878726877,-0.011540147850526771,-4.832901639489599,-21.89681709250238
vp001,2,n,2,1.3643738054344823,5.863495742981092,194.72372502309568,341.5697548609656,9.72901874084547,-0.036013740785281065,-9.63587588123675,-27.75335922591968
vp001,2,n,3,1.308299756040899,6.114806612980757,237.59425186276906,402.79471418180094,9.138537814369057,-0.019023651201804107,-4.245901233140712,-20.937777150676496
vp001,2,n,4,1.2586002261831375,6.356267727887671,202.94076857862677,353.82040439978596,9.62350239692731,-0.031588922037868616,-8.884149390071077,-23.931458744376844
vp001,2,n,5,1.5180699837329819,5.269849272908847,251.93920703565587,410.17673112623123,8.438039981120536,-0.012374705665985062,-5.593366961025248,-23.438670286305918
vp001,2,n,6,1.3741796233848973,5.821655236230541,194.84204002992524,331.0747507728806,9.178223939739244,-0.029333200048114325,-8.870456532505385,-27.02200762494204
vp001,2,n,7,1.3944740149555415,5.736930135808271,223.6385491648415,359.6931948084074,8.227175688041937,-0.011302987436000262,-3.6924003196166897,-17.76374257011187
vp001,2,n,8,1.500033424334834,5.333214493902009,210.58568004528553,474.25068938969434,14.054910422893556,0.009520035225272575,3.591174890720659,11.93929678986666
vp001,2,n,9,1.1468130471582363,6.975853666666706,250.92562680438476,436.75549455387875,9.594792402314711,-0.010208417511522383,-3.464332156878772,-18.32344297340184
vp001,2,n,10,1.4645472861035422,5.462438854592508,193.18201828563144,303.9184549432752,7.844681650693849,-0.020822053192253227,--undefined--,--undefined--
vp001,3,a,1,1.403810337837207,5.698775528555568,275.0468048969272,410.47711885552104,6.931495925789234,-0.014701750900553692,-4.915316169476494,-20.45151625350542
vp001,3,a,2,1.1454378303063635,6.984228902113602,225.47230754514513,330.4392137281676,6.617215810177063,-0.017209393261136074,-4.534581796347616,-23.387673480453838
vp001,3,a,3,1.5269867883543924,5.239076107935069,221.44767150138827,311.50533337316165,5.907492440906853,-0.0084672905046771,-2.1868677547982647,-16.466863277333406
vp001,3,a,4,1.429989083137805,5.594448303371458,218.4148476982714,339.82519673708606,7.65266272494917,-0.02433171522825427,-6.24601321036992,-21.496968242857047
vp001,3,a,5,1.4387786967099174,5.56027137341813,239.96862284872645,413.1372803322031,9.405305670134387,-0.017818791386249776,-6.468871111223219,-24.63804026069455
vp001,3,a,6,1.3946977583854832,5.736009792731641,204.46945335632913,331.84089006329623,8.383276086343706,-0.01088009972861123,-3.0593673483257504,-26.5590070470586
vp001,3,a,7,1.19934403481259,6.670312910882225,219.84899432391057,279.81158282664484,4.175313013511149,-0.0032279548091038316,-0.5473469162202328,-6.083444878797086
vp001,3,a,8,1.4702977228035508,5.441074876145269,222.149468691403,462.82085899498287,12.707078354563855,0.010725473414220468,3.983079920531471,9.058525212340523
vp001,3,a,9,1.3868899212582377,5.768302067363864,218.09234019889215,421.9240903605608,11.424532342376107,-0.0097088177872118,-3.0655164988695773,-9.314465908469877
vp001,3,a,10,0.9391406631394119,8.51842574173836,201.54211098467647,304.2692097584812,7.131204438487812,-0.007779458296200282,-1.6373922379450414,-15.896575092466115
vp001,4,d,1,1.2547673195664828,6.375684061299882,228.55565756116818,346.2481406573292,7.191129513128656,-0.022522033258909,-5.620864916158086,-38.535532887914904
vp001,4,d,2,1.2241568490158983,6.535110273190248,213.28590204026452,297.5872794078454,5.766291004544797,-0.0204341799259135,-4.111510890997414,-25.65803609907844
vp001,4,d,3,1.2119739565075633,6.60080190423636,217.96668453201997,361.5000981637791,8.75866077746426,-0.017901729991264728,-4.986563266321876,-30.7249236021671
vp001,4,d,4,1.2236662953979263,6.537730123063057,209.07848059655038,353.9178563543992,9.112439667290118,-0.030581913946203774,-8.824911368703113,-33.043311883007334
vp001,4,d,5,1.2143204965538956,6.588046584656272,262.65889720897064,391.3359940187812,6.9026082824477575,-0.010812074420072397,-3.5655212560619236,-24.79371240884468
vp001,4,d,6,1.527079597525983,5.238757699965854,213.50236490162413,309.5318405154253,6.430029265201868,-0.019039821487774843,-5.05917995194938,-20.694252098971937
vp001,4,d,7,1.526654672851933,5.24021584072792,213.10460297791136,275.81847831855816,4.465888291095952,-0.012988891727768974,-3.448742321919003,-14.226409608637594
vp001,4,d,8,1.5707381657333315,5.093146760246342,206.4188386916211,451.2236245620921,13.539215531284086,0.003935683260974089,--undefined--,--undefined--
vp001,4,d,9,1.0105661677247326,7.9163544708921165,264.6674803416021,457.9543361309146,9.492273701816018,-0.01043684512053196,-2.9570020890567794,-19.99105455893218
vp001,4,d,10,1.2854848787503244,6.223332636769051,135.99234443182092,346.700690337222,16.201983247882076,-0.08562201825276335,-12.809256158827273,-44.85653056691098
vp001,5,d,1,1.360101341465196,5.881914645699741,271.1502103177333,423.4612762566243,7.71765309416321,-0.011316248665662727,-4.547822242795838,-19.92718958536859
vp001,5,d,2,1.170150605067363,6.836726798546977,247.70916130275882,339.00110773818335,5.4317131348141965,-0.001231838812326686,2.417713632030717,9.89328462350011
vp001,5,d,3,1.3395934547696413,5.971961098731774,219.4526742827386,271.78302942883795,3.702546282123282,-0.009601381932515397,-2.2381010275029727,-20.785354260216472
vp001,5,d,4,1.4701328098883266,5.441685231559243,207.63902402306195,398.5463770476513,11.288040026764651,-0.03309294440419387,-10.38860109992936,-32.14830668259617
vp001,5,d,5,1.4080461229210073,5.681632064299081,263.8626857500143,434.23135149634686,8.624118557929382,-0.012388398958617096,-5.383017729936874,-24.011751833594932
vp001,5,d,6,1.5945029321926825,5.017237559418465,227.60464729311227,386.3970497929239,9.162648764546956,-0.015957651872969363,-6.153436118422664,-22.40267108874594
vp001,5,d,7,1.4389831339685486,5.559481422090701,216.26548541496908,286.33471675936755,4.858789946984029,-0.007412479828966046,-2.254901793610827,-9.793632321646866
vp001,5,d,8,1.6771353594022145,4.770038360440663,216.62442267170908,444.06187067080975,12.426777543684919,0.004250233310131768,1.5956171620994994,3.970056039897857
vp001,5,d,9,1.315375354383221,6.0819141649124155,251.95063241828177,471.00283111370555,10.831135848502923,-0.011788032849746407,-3.253106788193695,-12.88573873670679
vp001,5,d,10,1.2056993360654644,6.635153359299547,164.5881392046026,298.0391215407751,10.279696102567893,-0.025140332774175118,-6.013687590430782,-39.71941530863069
